"date","invocationclass","region","runtime","artifactsize","memorysize","median_daily_duration"
"2020-06-16","warm-two","sa-east-1","java8","large","512","24"
"2020-05-30","warm-two","eu-west-1","python38","small","1536","17"
"2020-05-25","warm-two","ap-northeast-1","java8","large","512","30"
"2020-05-21","cold","us-west-2","java8","largeuberjar","512","1052"
"2020-06-10","warm-two","eu-west-2","java11","large","1536","17"
"2020-05-17","cold","ap-northeast-2","java11","small","1536","480"
"2020-05-17","cool","eu-west-1","java8","large","1536","29"
"2020-05-16","warm-one","ap-southeast-1","python38","small","1536","18"
"2020-05-24","cold","ap-southeast-1","java8","large","1536","847"
"2020-05-17","cold","us-west-2","java8","large","1536","992"
"2020-06-10","warm-one","ap-northeast-2","java8","small","3008","20"
"2020-05-13","cold","sa-east-1","java8","small","3008","575"
"2020-05-21","warm-two","sa-east-1","java8","small","1536","22"
"2020-05-17","warm-one","us-east-1","java11","large","512","21"
"2020-05-17","cool","eu-west-2","java11","large","1536","30"
"2020-06-04","warm-two","us-east-1","java8","largeuberjar","512","19"
"2020-06-15","cold","us-west-1","java8","large","3008","874"
"2020-05-13","warm-one","eu-west-1","java11","large","3008","18"
"2020-06-04","warm-one","us-east-2","java8","large","1536","17"
"2020-06-15","warm-two","us-east-2","java11","large","1536","17"
"2020-06-15","cool","us-east-1","java11","large","3008","32"
"2020-06-09","warm-one","sa-east-1","java11","large","3008","21"
"2020-05-13","warm-two","eu-west-2","java8","largeuberjar","512","18"
"2020-06-23","warm-two","ap-northeast-1","java11","large","512","27"
"2020-05-26","cool","eu-west-2","java8","large","1536","30"
"2020-06-23","cold","eu-west-3","python38","small","1536","228"
"2020-06-13","cold","eu-west-2","java8","large","512","917"
"2020-06-21","warm-two","us-west-2","python38","small","1536","20"
"2020-06-20","warm-one","eu-north-1","java11","large","512","16"
"2020-06-01","warm-one","ap-southeast-2","java8","large","1536","21"
"2020-05-14","cool","eu-west-3","java11","small","3008","27"
"2020-06-21","cool","eu-west-1","java11","small","512","29"
"2020-05-15","warm-one","us-west-1","java8","largeuberjar","512","17"
"2020-06-21","warm-one","eu-west-2","java8","small","1536","17"
"2020-05-30","cool","us-east-2","java11","small","512","28"
"2020-06-20","warm-one","ap-southeast-1","java8","small","3008","19"
"2020-06-01","warm-two","ap-northeast-2","java8","small","1536","20"
"2020-06-20","warm-two","eu-west-1","java8","large","3008","17"
"2020-06-11","warm-one","us-west-1","java8","large","1536","19"
"2020-05-15","cold","us-east-2","java8","large","3008","1013"
"2020-05-23","warm-one","us-east-1","java8","large","3008","22"
"2020-05-20","cold","us-east-2","java11","small","3008","405"
"2020-06-10","cold","eu-north-1","python38","small","1536","250"
"2020-05-24","warm-two","us-west-1","java11","large","1536","19"
"2020-06-09","warm-one","eu-west-2","java8","large","3008","19"
"2020-05-27","warm-two","us-east-1","java8","small","1536","21"
"2020-05-11","cold","ap-northeast-2","java8","large","1536","839"
"2020-05-20","cold","eu-west-1","java8","largeuberjar","512","865"
"2020-06-12","cool","eu-north-1","java11","large","3008","36"
"2020-05-11","cold","eu-west-3","java11","large","512","949"
"2020-06-12","warm-two","eu-central-1","java11","small","3008","18"
"2020-05-15","cool","us-east-1","java11","small","512","33"
"2020-05-20","cold","us-west-2","java11","large","512","1328"
"2020-05-16","cold","us-west-1","java8","small","512","664"
"2020-06-18","warm-one","ap-southeast-1","java11","small","3008","17"
"2020-06-23","cool","eu-west-1","java8","small","512","37"
"2020-05-25","cool","ap-southeast-1","java11","large","512","35"
"2020-06-20","warm-one","eu-west-2","java11","small","1536","16"
"2020-06-20","cold","eu-west-2","java8","small","3008","542"
"2020-06-22","cool","eu-west-3","java8","largeuberjar","512","26"
"2020-06-18","warm-two","eu-west-3","java11","large","512","16"
"2020-05-24","cold","sa-east-1","java11","small","3008","420"
"2020-06-21","warm-one","eu-west-3","java8","small","512","16"
"2020-06-27","warm-two","us-west-1","java8","small","3008","17"
"2020-05-25","cold","us-east-2","java11","small","1536","483"
"2020-05-26","warm-one","us-east-1","python38","small","1536","22"
"2020-05-21","warm-one","us-west-2","java8","large","3008","19"
"2020-05-09","cool","sa-east-1","java11","small","512","38"
"2020-05-09","warm-two","us-east-1","java8","small","1536","18"
"2020-06-15","cool","us-east-2","java8","largeuberjar","512","27"
"2020-06-15","cool","sa-east-1","java8","small","512","36"
"2020-06-16","cool","eu-central-1","java8","largeuberjar","512","29"
"2020-06-23","cold","eu-west-1","java11","large","1536","934"
"2020-05-09","cold","ap-south-1","java8","large","512","936"
"2020-06-04","warm-one","us-west-1","java11","small","512","17"
"2020-05-26","cold","eu-west-3","java11","small","512","466"
"2020-05-09","cool","us-east-2","java8","large","1536","27"
"2020-05-14","cool","us-east-1","java8","largeuberjar","512","35"
"2020-05-13","cool","ap-northeast-1","java8","large","512","52"
"2020-05-20","warm-one","ap-northeast-1","java8","small","512","29"
"2020-06-10","cool","ap-southeast-1","java8","largeuberjar","512","34"
"2020-06-27","cool","ap-south-1","python38","small","1536","28"
"2020-05-13","cold","ap-northeast-2","java8","large","1536","859"
"2020-05-26","cool","us-east-2","java11","small","3008","28"
"2020-05-09","cool","eu-central-1","java11","small","3008","29"
"2020-06-15","warm-one","ap-northeast-1","java8","small","512","24"
"2020-05-14","cool","sa-east-1","python38","small","1536","40"
"2020-05-17","warm-two","ap-northeast-2","java11","large","3008","22"
"2020-05-20","cool","eu-north-1","java8","small","1536","31"
"2020-05-15","warm-one","eu-north-1","java11","small","3008","18"
"2020-05-29","warm-two","us-west-1","java11","small","1536","19"
"2020-06-19","cool","us-east-2","java11","small","1536","27"
"2020-06-19","warm-one","eu-north-1","python38","small","1536","18"
"2020-06-14","cool","us-east-1","java8","small","512","39"
"2020-06-14","warm-two","eu-central-1","java11","large","1536","19"
"2020-06-14","cold","ap-northeast-2","python38","small","1536","239"
"2020-06-14","cool","us-west-2","java8","small","3008","29"
"2020-05-28","cold","eu-west-3","java8","small","1536","621"
"2020-05-28","warm-two","ap-northeast-1","java11","small","1536","30"
"2020-05-29","warm-two","ap-southeast-2","java11","large","512","25"
"2020-06-02","warm-one","us-east-2","java11","large","512","18"
"2020-06-19","warm-one","ap-northeast-1","java11","large","3008","23"
"2020-05-28","warm-two","eu-north-1","java11","small","512","24"
"2020-06-14","warm-one","ap-southeast-1","java11","large","512","21"
"2020-06-02","warm-two","eu-west-1","java8","small","1536","17"
"2020-06-14","warm-one","eu-north-1","java8","small","3008","15"
"2020-06-19","warm-two","ap-northeast-1","java11","small","512","32"
"2020-06-02","cold","ap-south-1","java8","large","3008","812"
"2020-06-19","warm-two","us-west-1","java8","small","3008","20"
"2020-06-02","cool","ap-southeast-2","python38","small","1536","36"
"2020-06-17","warm-two","sa-east-1","python38","small","1536","25"
"2020-06-05","warm-two","eu-west-1","java8","largeuberjar","512","16"
"2020-06-19","warm-one","eu-west-3","java8","largeuberjar","512","14"
"2020-06-02","cold","us-west-2","java11","large","1536","1293"
"2020-05-31","warm-two","ap-southeast-1","python38","small","1536","23"
"2020-05-28","cool","ap-southeast-1","java11","small","3008","35"
"2020-05-28","warm-two","ap-south-1","java11","large","3008","19"
"2020-06-06","warm-two","ap-northeast-1","java11","large","512","28"
"2020-05-31","warm-two","eu-central-1","java11","small","1536","20"
"2020-06-05","cool","sa-east-1","java8","large","3008","39"
"2020-06-05","cool","ap-southeast-1","java11","small","512","33"
"2020-06-17","warm-one","us-west-1","java11","small","512","19"
"2020-06-06","warm-two","ap-northeast-2","java8","small","512","25"
"2020-05-31","warm-one","us-west-1","java8","large","3008","16"
"2020-05-31","warm-two","us-east-1","java11","large","3008","21"
"2020-06-17","warm-two","eu-west-3","java11","small","3008","16"
"2020-06-25","warm-one","ap-southeast-1","java8","small","512","23"
"2020-05-31","cool","eu-west-3","java11","small","1536","29"
"2020-06-28","warm-two","ap-southeast-1","java11","small","1536","23"
"2020-06-06","cold","eu-west-1","java8","large","3008","826"
"2020-06-03","cool","ap-south-1","java8","small","1536","29"
"2020-06-06","cold","ap-south-1","java11","large","512","829"
"2020-06-25","cold","us-east-2","java11","large","3008","883"
"2020-06-19","warm-one","ap-northeast-2","java11","small","1536","17"
"2020-05-12","warm-two","us-east-2","java8","small","3008","16"
"2020-05-28","cold","us-west-1","python38","small","1536","245"
"2020-05-31","cool","eu-north-1","java8","large","3008","35"
"2020-05-29","cool","eu-west-1","java8","large","1536","29"
"2020-05-28","warm-two","us-east-2","java8","large","512","14"
"2020-06-08","cold","ap-southeast-1","java8","largeuberjar","512","906"
"2020-06-26","warm-one","ap-northeast-1","java8","large","1536","24"
"2020-06-08","warm-two","eu-north-1","java11","small","1536","23"
"2020-06-03","warm-one","eu-west-2","java11","small","512","18"
"2020-05-31","cool","us-west-1","java11","large","512","32"
"2020-06-26","warm-two","us-west-1","java11","large","3008","18"
"2020-05-19","warm-one","eu-west-1","java8","small","3008","17"
"2020-06-24","cool","eu-north-1","java11","large","3008","36"
"2020-06-25","warm-two","ap-southeast-2","java8","small","1536","23"
"2020-06-26","cool","us-east-1","java11","small","3008","35"
"2020-05-10","cold","us-west-1","java8","largeuberjar","512","821"
"2020-06-14","warm-one","us-east-2","java8","large","1536","17"
"2020-05-19","cool","us-east-2","java11","small","1536","26"
"2020-05-12","cool","us-east-1","java11","small","3008","34"
"2020-06-14","cool","ap-northeast-1","java11","small","1536","50"
"2020-06-03","warm-one","us-west-1","java8","largeuberjar","512","17"
"2020-05-19","cold","eu-central-1","java11","large","512","1275"
"2020-05-19","warm-two","eu-west-2","java11","large","1536","17"
"2020-06-26","cold","us-west-1","java11","small","1536","492"
"2020-06-25","warm-two","eu-north-1","java11","large","3008","18"
"2020-06-08","cold","sa-east-1","java11","large","3008","887"
"2020-05-19","warm-one","eu-west-1","java11","small","1536","17"
"2020-06-24","warm-two","sa-east-1","java11","small","512","27"
"2020-06-03","warm-two","us-east-1","java8","large","1536","24"
"2020-05-12","warm-two","us-west-2","python38","small","1536","19"
"2020-06-26","warm-two","us-east-2","java11","small","1536","19"
"2020-06-26","cold","eu-west-3","java8","small","512","643"
"2020-06-08","warm-one","ap-northeast-1","java11","small","512","25"
"2020-05-29","warm-one","us-west-2","java11","large","3008","20"
"2020-06-26","warm-two","ap-south-1","python38","small","1536","18"
"2020-05-10","warm-two","us-east-2","java8","largeuberjar","512","17"
"2020-05-10","cool","us-west-1","java11","large","512","32"
"2020-05-19","warm-one","ap-southeast-2","java8","small","512","22"
"2020-06-02","warm-two","us-west-2","java8","largeuberjar","512","20"
"2020-05-12","cool","ap-northeast-1","python38","small","1536","46"
"2020-05-12","warm-two","us-west-1","java11","large","3008","20"
"2020-05-28","cool","us-west-2","java8","large","1536","37"
"2020-05-12","cold","eu-west-1","java11","large","3008","831"
"2020-06-06","warm-one","eu-west-1","java8","large","3008","17"
"2020-06-05","warm-two","ap-northeast-2","java8","largeuberjar","512","22"
"2020-06-28","cool","eu-west-2","java8","small","3008","28"
"2020-05-19","warm-one","eu-north-1","python38","small","1536","18"
"2020-05-10","cold","us-east-1","java8","small","3008","577"
"2020-06-08","cold","us-west-2","python38","small","1536","267"
"2020-05-19","cold","eu-north-1","java8","large","512","936"
"2020-05-18","warm-two","eu-north-1","java8","small","512","23"
"2020-05-10","cold","ap-northeast-1","java11","large","512","912"
"2020-06-25","cool","sa-east-1","python38","small","1536","44"
"2020-05-12","warm-one","us-west-1","java11","small","1536","16"
"2020-05-18","warm-one","eu-central-1","java11","large","3008","18"
"2020-06-26","warm-two","ap-south-1","java8","large","512","19"
"2020-06-08","cool","eu-central-1","java11","small","3008","33"
"2020-06-24","cold","eu-west-2","java8","largeuberjar","512","1061"
"2020-06-28","warm-two","ap-northeast-1","java11","large","1536","28"
"2020-06-24","cold","ap-northeast-2","java11","small","512","491"
"2020-05-18","warm-two","ap-south-1","java8","large","3008","18"
"2020-06-08","warm-two","us-east-1","java8","small","1536","21"
"2020-06-14","cold","eu-central-1","java8","small","1536","634"
"2020-05-19","warm-two","ap-south-1","python38","small","1536","21"
"2020-05-10","warm-one","sa-east-1","java8","large","3008","18"
"2020-06-14","warm-one","sa-east-1","java11","small","512","21"
"2020-06-25","warm-one","ap-northeast-1","python38","small","1536","25"
"2020-06-05","cold","eu-west-2","java8","small","3008","543"
"2020-06-24","cold","ap-northeast-1","python38","small","1536","279"
"2020-06-25","cool","eu-central-1","java11","large","1536","30"
"2020-06-28","cool","eu-west-2","java11","small","1536","28"
"2020-06-03","warm-one","sa-east-1","java8","largeuberjar","512","21"
"2020-06-17","cool","eu-central-1","java8","large","3008","30"
"2020-06-25","cold","us-east-1","java8","small","1536","697"
"2020-05-29","cool","ap-northeast-2","java8","large","1536","33"
"2020-06-25","cool","us-west-1","java8","large","512","34"
"2020-06-26","warm-one","ap-south-1","java11","small","512","15"
"2020-05-12","cool","sa-east-1","java8","large","1536","39"
"2020-05-12","warm-one","us-west-2","java11","small","512","20"
"2020-05-19","warm-one","ap-southeast-1","java8","small","1536","20"
"2020-06-24","cool","us-east-1","java8","large","3008","35"
"2020-06-17","warm-two","us-east-2","java11","small","512","18"
"2020-05-19","warm-two","ap-northeast-2","java8","large","1536","20"
"2020-06-26","cool","ap-northeast-2","java11","small","512","32"
"2020-05-20","warm-one","eu-north-1","java8","large","512","17"
"2020-05-26","warm-two","ap-northeast-1","java11","large","3008","31"
"2020-06-23","warm-two","ap-northeast-2","java8","large","1536","22"
"2020-05-14","warm-one","eu-west-2","java11","large","3008","18"
"2020-06-21","cool","eu-west-1","java8","large","3008","29"
"2020-06-20","cool","us-west-1","java8","small","3008","32"
"2020-05-09","cool","us-east-2","java8","small","1536","26"
"2020-05-11","warm-one","ap-southeast-2","java11","small","512","20"
"2020-06-21","cold","ap-south-1","java8","largeuberjar","512","780"
"2020-06-04","warm-two","eu-west-1","java11","large","512","18"
"2020-05-14","warm-one","ap-south-1","java11","large","512","17"
"2020-06-13","cool","us-west-2","java11","small","1536","32"
"2020-05-16","warm-one","ap-northeast-2","java11","small","512","17"
"2020-06-16","cool","eu-west-3","java8","small","3008","31"
"2020-05-11","cool","ap-northeast-1","java8","small","512","56"
"2020-05-25","cool","ap-southeast-1","java11","small","512","35"
"2020-05-15","warm-one","ap-southeast-1","java8","largeuberjar","512","17"
"2020-06-04","cold","us-east-1","java11","small","1536","544"
"2020-06-07","warm-one","eu-west-1","java8","small","1536","17"
"2020-06-12","warm-two","ap-southeast-1","java11","small","512","22"
"2020-06-16","cold","sa-east-1","java8","largeuberjar","512","911"
"2020-06-09","cool","us-west-1","java8","largeuberjar","512","30"
"2020-05-21","cold","us-east-2","python38","small","1536","237"
"2020-06-22","warm-two","us-east-2","java8","small","512","17"
"2020-05-22","warm-one","us-west-1","java11","large","3008","16"
"2020-05-23","warm-one","eu-north-1","java11","small","3008","19"
"2020-05-14","warm-two","eu-north-1","java11","small","3008","21"
"2020-05-16","warm-one","eu-west-2","java8","largeuberjar","512","16"
"2020-05-20","warm-one","eu-west-2","java11","small","3008","18"
"2020-05-30","cold","eu-west-3","java8","large","512","966"
"2020-05-22","cool","ap-southeast-2","java11","small","3008","33"
"2020-06-22","warm-one","eu-central-1","java11","small","1536","18"
"2020-05-27","cold","eu-central-1","java8","large","512","1440"
"2020-05-22","warm-one","ap-southeast-1","java8","largeuberjar","512","18"
"2020-05-21","warm-one","eu-west-3","java11","large","1536","16"
"2020-05-15","cold","ap-northeast-2","java11","small","512","491"
"2020-06-13","warm-two","eu-central-1","java11","large","1536","18"
"2020-05-20","cold","ap-southeast-2","java11","large","512","1027"
"2020-06-22","cold","ap-southeast-1","java8","large","512","851"
"2020-06-13","cool","sa-east-1","java8","large","512","38"
"2020-06-23","cold","eu-west-1","java11","small","1536","494"
"2020-06-07","cold","eu-central-1","python38","small","1536","243"
"2020-05-16","warm-two","sa-east-1","java11","small","512","22"
"2020-05-24","cold","eu-west-3","java8","largeuberjar","512","772"
"2020-05-26","warm-one","us-west-2","java8","small","3008","20"
"2020-05-21","warm-one","eu-north-1","java11","small","512","19"
"2020-05-27","cold","ap-northeast-2","java11","large","1536","868"
"2020-06-22","cold","sa-east-1","java8","small","512","655"
"2020-05-23","warm-two","us-west-1","java11","large","512","16"
"2020-06-15","cold","ap-southeast-2","java11","large","512","1037"
"2020-05-25","cool","us-east-2","java8","small","1536","26"
"2020-06-20","cold","us-east-1","java11","large","512","1288"
"2020-06-01","warm-one","us-east-2","java11","small","512","18"
"2020-06-23","warm-one","eu-west-3","java8","largeuberjar","512","16"
"2020-05-15","cool","ap-northeast-2","java8","large","512","33"
"2020-05-25","warm-two","us-west-1","java11","large","1536","17"
"2020-06-27","cool","us-west-1","java11","small","3008","32"
"2020-06-18","warm-one","ap-southeast-2","java8","large","1536","21"
"2020-05-09","warm-two","eu-west-3","java8","large","512","15"
"2020-06-13","cold","eu-north-1","java8","small","3008","550"
"2020-05-27","warm-one","eu-west-2","java8","small","3008","18"
"2020-05-26","warm-one","ap-southeast-2","java8","large","3008","19"
"2020-06-01","cold","ap-south-1","java11","small","1536","465"
"2020-06-20","cold","ap-southeast-2","java8","largeuberjar","512","906"
"2020-06-13","warm-one","eu-north-1","java8","small","3008","15"
"2020-06-15","cold","ap-southeast-1","java11","large","1536","868"
"2020-05-26","cold","us-east-2","python38","small","1536","242"
"2020-06-07","warm-one","ap-northeast-2","java8","small","1536","15"
"2020-05-26","warm-two","ap-southeast-2","java8","small","512","22"
"2020-05-21","warm-two","ap-south-1","java11","small","512","22"
"2020-06-20","warm-one","us-east-2","java8","large","512","18"
"2020-06-20","warm-one","us-east-2","python38","small","1536","19"
"2020-06-12","warm-one","us-west-1","java11","small","3008","17"
"2020-06-20","cool","sa-east-1","java8","small","3008","34"
"2020-05-24","warm-one","ap-northeast-2","java11","small","1536","17"
"2020-06-10","cool","sa-east-1","java11","small","3008","42"
"2020-06-22","warm-two","eu-central-1","java8","large","1536","21"
"2020-05-24","cold","ap-northeast-2","java11","small","1536","485"
"2020-06-27","warm-one","eu-west-3","java11","large","3008","15"
"2020-06-23","cold","eu-north-1","java8","large","512","950"
"2020-05-30","warm-one","eu-west-3","python38","small","1536","16"
"2020-05-23","cold","us-east-2","java8","large","3008","967"
"2020-05-09","warm-two","eu-west-2","java8","large","1536","17"
"2020-06-13","warm-one","eu-west-2","java8","small","512","19"
"2020-06-18","cool","ap-southeast-1","java11","large","3008","33"
"2020-05-20","warm-two","us-west-1","java11","large","3008","16"
"2020-06-09","cold","ap-southeast-2","python38","small","1536","247"
"2020-05-11","cold","eu-west-3","java11","small","512","463"
"2020-05-22","warm-two","eu-west-2","java8","small","512","23"
"2020-06-04","warm-two","ap-southeast-1","python38","small","1536","23"
"2020-06-23","warm-one","us-west-2","java8","large","1536","24"
"2020-06-20","warm-one","eu-west-3","java11","large","1536","16"
"2020-05-27","warm-two","sa-east-1","java11","large","1536","25"
"2020-06-04","cold","ap-northeast-1","java11","large","512","974"
"2020-06-07","warm-one","us-west-2","java8","largeuberjar","512","17"
"2020-06-20","warm-two","eu-west-3","java8","small","512","17"
"2020-05-23","warm-one","eu-west-2","java11","small","512","17"
"2020-05-30","warm-two","eu-west-1","java8","small","512","18"
"2020-06-07","cold","eu-west-2","java8","small","3008","532"
"2020-05-16","cool","eu-north-1","java11","large","3008","35"
"2020-05-23","cold","eu-north-1","java8","small","1536","633"
"2020-06-21","cold","us-west-2","java8","large","3008","1127"
"2020-06-15","warm-two","us-west-2","python38","small","1536","24"
"2020-06-10","cool","ap-south-1","java8","small","512","30"
"2020-05-09","warm-one","us-west-2","java8","largeuberjar","512","18"
"2020-06-10","cold","eu-west-3","java8","large","1536","955"
"2020-06-21","cold","ap-southeast-1","java11","small","1536","487"
"2020-06-21","cold","eu-north-1","java11","large","512","954"
"2020-05-15","cool","eu-west-2","java11","large","512","29"
"2020-05-16","cool","us-east-1","java8","large","3008","31"
"2020-06-12","cold","sa-east-1","java8","small","1536","650"
"2020-06-04","cold","sa-east-1","java8","large","3008","932"
"2020-06-09","warm-one","ap-south-1","java8","small","512","15"
"2020-05-21","cool","eu-west-3","java8","small","512","30"
"2020-06-23","cold","ap-northeast-1","java8","large","1536","1000"
"2020-05-23","warm-two","eu-west-3","java11","small","1536","16"
"2020-05-11","warm-one","ap-south-1","java8","largeuberjar","512","15"
"2020-05-11","cold","ap-southeast-1","java8","small","3008","553"
"2020-05-11","warm-two","us-west-1","java8","small","1536","18"
"2020-05-11","cold","eu-west-2","java11","small","1536","467"
"2020-05-11","warm-one","ap-southeast-1","java11","small","1536","19"
"2020-06-04","cool","eu-north-1","java11","large","1536","37"
"2020-05-25","warm-one","us-west-2","java8","largeuberjar","512","19"
"2020-05-11","warm-two","sa-east-1","java8","small","1536","25"
"2020-05-11","cold","ap-northeast-1","java8","large","3008","895"
"2020-06-18","warm-two","ap-northeast-2","java8","small","1536","22"
"2020-06-16","warm-two","ap-southeast-1","java8","large","512","22"
"2020-05-15","warm-two","eu-north-1","java8","small","3008","21"
"2020-06-12","cool","eu-west-2","java11","small","512","29"
"2020-05-11","warm-one","us-east-1","java8","large","512","20"
"2020-05-17","cool","ap-northeast-2","java8","small","1536","34"
"2020-05-13","warm-one","ap-southeast-1","java11","small","1536","18"
"2020-05-13","warm-two","us-west-1","java8","small","1536","19"
"2020-06-01","cold","ap-south-1","java8","small","3008","542"
"2020-05-13","warm-one","ap-southeast-1","java8","small","3008","19"
"2020-05-13","cool","us-west-1","java11","large","1536","31"
"2020-06-16","warm-two","ap-southeast-2","java11","small","1536","23"
"2020-05-13","warm-one","ap-northeast-2","java11","small","3008","18"
"2020-06-16","cold","eu-west-1","java8","small","512","718"
"2020-06-16","cool","eu-west-3","java11","small","1536","30"
"2020-05-13","warm-one","ap-northeast-1","java11","large","1536","27"
"2020-06-15","warm-two","sa-east-1","java11","large","3008","20"
"2020-06-13","warm-two","ap-south-1","java11","small","1536","19"
"2020-06-12","cool","eu-north-1","java11","small","3008","35"
"2020-05-23","warm-two","ap-southeast-2","java8","small","3008","23"
"2020-05-17","warm-two","us-east-1","python38","small","1536","18"
"2020-06-27","warm-two","ap-northeast-1","java8","large","3008","29"
"2020-06-27","cool","ap-southeast-1","java11","large","3008","32"
"2020-06-04","warm-one","ap-southeast-1","java11","small","512","23"
"2020-05-21","warm-one","us-east-1","java8","small","512","20"
"2020-05-13","cold","eu-north-1","java11","large","512","940"
"2020-05-13","warm-two","ap-south-1","java11","large","512","21"
"2020-06-15","warm-two","ap-southeast-1","java8","largeuberjar","512","26"
"2020-05-13","warm-one","eu-west-1","java11","small","3008","17"
"2020-06-10","cool","eu-central-1","python38","small","1536","30"
"2020-05-13","warm-two","ap-southeast-2","java8","large","512","21"
"2020-06-13","cold","sa-east-1","java11","small","512","492"
"2020-06-10","cool","ap-southeast-2","python38","small","1536","36"
"2020-05-13","warm-two","ap-northeast-2","java8","large","3008","21"
"2020-06-13","warm-two","eu-north-1","java8","large","1536","22"
"2020-06-21","warm-two","ap-southeast-1","java11","large","3008","26"
"2020-06-13","cold","ap-northeast-2","python38","small","1536","241"
"2020-06-23","cold","eu-west-2","java11","small","3008","390"
"2020-06-20","cold","us-east-2","java8","large","512","967"
"2020-06-21","cool","ap-southeast-2","java8","large","512","34"
"2020-06-21","cool","eu-west-2","java11","large","3008","28"
"2020-05-30","warm-one","ap-southeast-2","java8","large","512","19"
"2020-05-14","cold","us-east-2","java11","small","3008","406"
"2020-05-24","warm-two","sa-east-1","java11","small","1536","22"
"2020-05-30","cold","eu-west-2","java8","large","1536","910"
"2020-05-20","warm-two","sa-east-1","java11","large","3008","24"
"2020-06-11","warm-one","eu-west-2","java11","large","3008","18"
"2020-05-27","cool","us-east-1","java11","small","1536","34"
"2020-05-24","cold","us-west-2","java8","large","1536","977"
"2020-06-18","warm-one","ap-northeast-1","java11","small","3008","25"
"2020-05-15","warm-one","sa-east-1","java11","large","3008","16"
"2020-05-15","warm-two","eu-west-2","java8","small","512","21"
"2020-05-11","warm-two","eu-west-3","python38","small","1536","15"
"2020-05-20","cool","us-west-1","java8","large","1536","33"
"2020-05-15","warm-two","sa-east-1","java11","small","512","23"
"2020-05-16","warm-one","us-west-1","java8","large","1536","19"
"2020-05-14","warm-two","eu-west-1","java8","small","512","19"
"2020-05-26","cool","ap-south-1","java11","small","512","28"
"2020-06-10","cool","ap-northeast-1","java8","largeuberjar","512","43"
"2020-06-15","cool","us-east-1","java11","small","3008","37"
"2020-06-10","warm-one","us-east-2","java11","large","512","18"
"2020-06-15","warm-one","us-west-1","java11","small","1536","18"
"2020-06-16","cold","us-east-2","java11","large","1536","972"
"2020-05-14","warm-one","eu-west-3","python38","small","1536","15"
"2020-05-11","cool","eu-west-3","java8","large","512","31"
"2020-06-18","warm-two","eu-north-1","java11","large","512","27"
"2020-06-23","cool","sa-east-1","java11","large","3008","41"
"2020-06-20","warm-two","eu-west-1","java8","small","3008","17"
"2020-05-24","warm-two","sa-east-1","java8","small","3008","23"
"2020-06-10","warm-one","ap-southeast-2","java8","large","1536","21"
"2020-06-27","warm-two","eu-west-3","java11","small","512","16"
"2020-06-07","warm-two","eu-west-2","java8","large","1536","15"
"2020-05-11","warm-one","us-west-2","java8","large","3008","20"
"2020-05-20","cold","eu-west-3","java8","small","512","652"
"2020-05-21","cold","us-east-2","java8","large","512","929"
"2020-05-25","warm-one","eu-west-1","java8","small","1536","17"
"2020-06-01","cold","us-west-1","java8","large","512","1016"
"2020-05-21","cold","eu-west-3","java8","large","3008","798"
"2020-05-26","cool","eu-west-2","java8","small","1536","30"
"2020-06-09","warm-one","sa-east-1","java11","small","3008","18"
"2020-06-12","cold","ap-southeast-2","java8","large","512","983"
"2020-06-09","warm-two","us-west-1","java11","large","1536","17"
"2020-05-21","warm-one","ap-southeast-2","java8","large","3008","18"
"2020-05-27","warm-one","ap-southeast-1","java11","large","3008","22"
"2020-06-10","cool","us-west-1","java11","small","3008","32"
"2020-05-09","warm-one","eu-west-3","java11","small","512","16"
"2020-05-09","cold","ap-northeast-1","java8","largeuberjar","512","839"
"2020-06-10","warm-two","ap-northeast-2","java8","small","1536","22"
"2020-05-09","cold","us-west-1","java11","small","3008","416"
"2020-05-20","warm-two","us-west-2","python38","small","1536","21"
"2020-06-27","cold","ap-northeast-1","java8","small","1536","669"
"2020-06-15","cold","us-west-1","java8","small","3008","562"
"2020-05-16","warm-two","us-east-1","java11","large","1536","18"
"2020-05-21","warm-two","ap-southeast-1","java8","small","1536","22"
"2020-05-15","cool","eu-north-1","java11","large","3008","35"
"2020-06-12","cold","eu-west-1","java11","large","1536","1015"
"2020-05-25","warm-one","eu-west-3","java11","small","512","15"
"2020-06-09","warm-two","ap-southeast-1","java11","small","512","23"
"2020-05-26","cool","eu-west-3","java8","small","512","31"
"2020-06-01","cool","us-west-2","java8","large","1536","37"
"2020-05-13","cool","ap-northeast-2","java8","largeuberjar","512","32"
"2020-05-24","warm-two","ap-southeast-2","java11","large","512","24"
"2020-05-29","cool","eu-west-2","java11","small","1536","32"
"2020-05-29","cold","eu-north-1","java8","largeuberjar","512","858"
"2020-06-19","warm-one","ap-south-1","java11","large","1536","15"
"2020-05-29","cold","us-west-2","java8","small","1536","669"
"2020-06-19","cool","eu-central-1","python38","small","1536","30"
"2020-06-14","cool","eu-west-3","java11","small","1536","29"
"2020-06-14","warm-two","us-east-1","java11","large","3008","21"
"2020-06-14","warm-one","ap-southeast-1","java11","small","512","21"
"2020-05-28","warm-one","us-east-2","java11","large","1536","17"
"2020-06-19","cold","eu-north-1","java8","small","512","652"
"2020-06-19","warm-two","eu-west-1","java8","small","1536","17"
"2020-05-29","warm-one","eu-west-3","java8","small","3008","15"
"2020-05-28","warm-one","us-east-2","java8","large","3008","18"
"2020-05-28","cool","eu-central-1","java8","large","1536","30"
